01/01/2018,,Hours,2018,2019,2020,2021,2022
14/01/2018 11:00,14/01/2018 12:00,324,55.5,64.09,35.22,73.18,244.11
14/01/2018 12:00,14/01/2018 13:00,325,54.14,60.72,38,76.07,234.99
14/01/2018 13:00,14/01/2018 14:00,326,58,58.81,41.25,90,235
14/01/2018 14:00,14/01/2018 15:00,327,49.76,57.19,44,92.76,264.01
14/01/2018 15:00,14/01/2018 16:00,328,45,60,41.94,88.06,284.91
14/01/2018 16:00,14/01/2018 17:00,329,45,78.94,38.4,77.08,265.54
14/01/2018 17:00,14/01/2018 18:00,330,60.5,90.92,50,229.92,800.56
14/01/2018 18:00,14/01/2018 19:00,331,83,76,56.41,1494.65,1149.28
14/01/2018 19:00,14/01/2018 20:00,332,57.03,74.1,47.5,727.62,825
14/01/2018 20:00,14/01/2018 21:00,333,50,58.27,44.42,207.52,650.01
14/01/2018 21:00,14/01/2018 22:00,334,52.53,55.3,39.99,105.99,275.14
14/01/2018 22:00,14/01/2018 23:00,335,46.62,51.4,32.7,65.55,188.78
14/01/2018 23:00,15/01/2018 00:00,336,40,55.43,25.92,59.94,161.35
15/01/2018 00:00,15/01/2018 01:00,337,43.39,56.17,20.96,59.52,182.73
15/01/2018 01:00,15/01/2018 02:00,338,44.95,54.27,17,60.51,179.95
15/01/2018 02:00,15/01/2018 03:00,339,44.99,47.96,14.06,61,169.71
15/01/2018 03:00,15/01/2018 04:00,340,40.56,47,9.74,60,163.38
15/01/2018 04:00,15/01/2018 05:00,341,40.08,46.95,9.24,56.58,165.92
15/01/2018 05:00,15/01/2018 06:00,342,36.23,48.56,16.05,54.69,167.35
15/01/2018 06:00,15/01/2018 07:00,343,41.5,59.9,25.16,58.4,178.73
15/01/2018 07:00,15/01/2018 08:00,344,51,61.22,33.84,70.03,189.64
15/01/2018 08:00,15/01/2018 09:00,345,48.11,60.8,38,87.51,192.15
15/01/2018 09:00,15/01/2018 10:00,346,46.83,64.95,45.28,102.01,196.57
15/01/2018 10:00,15/01/2018 11:00,347,57,61.17,45.66,184.95,212.13
15/01/2018 11:00,15/01/2018 12:00,348,57,59.58,41.39,174.99,214.24
15/01/2018 12:00,15/01/2018 13:00,349,53.5,56.16,37.89,195.19,210.48
15/01/2018 13:00,15/01/2018 14:00,350,53,55.06,34.21,208.01,208.8
15/01/2018 14:00,15/01/2018 15:00,351,46.8,52.26,31.92,166.78,197.58
15/01/2018 15:00,15/01/2018 16:00,352,45,59.21,32,123.7,192.85
15/01/2018 16:00,15/01/2018 17:00,353,45.58,69.26,34.7,99.97,201.02
15/01/2018 17:00,15/01/2018 18:00,354,53,78.96,48.58,225.59,239.4
15/01/2018 18:00,15/01/2018 19:00,355,73.16,68.34,54.7,1192.33,273.06
15/01/2018 19:00,15/01/2018 20:00,356,64.18,65.23,48.99,186.48,237.03
15/01/2018 20:00,15/01/2018 21:00,357,60,57.55,44,100.03,203.79
15/01/2018 21:00,15/01/2018 22:00,358,50.7,52.1,36.92,66.02,191.54
15/01/2018 22:00,15/01/2018 23:00,359,50.01,51.28,31.14,61.43,184.53
15/01/2018 23:00,16/01/2018 00:00,360,41.5,53,27.64,55.07,162.09
16/01/2018 00:00,16/01/2018 01:00,361,47.97,50.49,26.07,71.5,189
16/01/2018 01:00,16/01/2018 02:00,362,47.93,49.98,26.08,70.05,177.7
16/01/2018 02:00,16/01/2018 03:00,363,47.56,49,25.77,61.93,169.91
16/01/2018 03:00,16/01/2018 04:00,364,42.63,48.93,25.02,48.03,164.94
16/01/2018 04:00,16/01/2018 05:00,365,39.01,49.43,24.87,43.33,159.98
16/01/2018 05:00,16/01/2018 06:00,366,31.29,55,25.87,41.41,153.01
16/01/2018 06:00,16/01/2018 07:00,367,39.02,61.03,32.2,42.1,154.94
16/01/2018 07:00,16/01/2018 08:00,368,52.91,60.01,38,47.29,159.06
16/01/2018 08:00,16/01/2018 09:00,369,46,62.91,45.94,50.93,156.01
16/01/2018 09:00,16/01/2018 10:00,370,50.99,62.68,41.32,56.43,164.93
16/01/2018 10:00,16/01/2018 11:00,371,56.08,61.67,38.41,59.45,178.12
16/01/2018 11:00,16/01/2018 12:00,372,50,59.12,37.17,66.61,168.18
16/01/2018 12:00,16/01/2018 13:00,373,47.33,58.81,35.4,59.29,183.55
16/01/2018 13:00,16/01/2018 14:00,374,47.44,56.89,35.9,71.93,215.13
16/01/2018 14:00,16/01/2018 15:00,375,47.44,55,36.56,62.33,173
16/01/2018 15:00,16/01/2018 16:00,376,49,55.33,37.62,53.05,157.93
16/01/2018 16:00,16/01/2018 17:00,377,52.52,67.5,37.35,52.97,154.42
16/01/2018 17:00,16/01/2018 18:00,378,56.97,81.4,42,69.08,199.31
16/01/2018 18:00,16/01/2018 19:00,379,73,77.42,49.93,99.79,255.2
16/01/2018 19:00,16/01/2018 20:00,380,65.5,68,47.35,86.12,230.27
16/01/2018 20:00,16/01/2018 21:00,381,60.15,58.55,43.95,61.85,195.82
16/01/2018 21:00,16/01/2018 22:00,382,51.55,54.97,38,60.14,179.18
16/01/2018 22:00,16/01/2018 23:00,383,52.55,52,34.93,56.95,171.2
16/01/2018 23:00,17/01/2018 00:00,384,40,53.86,29.94,50.96,153.81
17/01/2018 00:00,17/01/2018 01:00,385,46.41,55.8,24.15,53.48,152
17/01/2018 01:00,17/01/2018 02:00,386,47.44,52.94,23.99,50.08,152.46
17/01/2018 02:00,17/01/2018 03:00,387,48,50,23.5,46.28,154.09
17/01/2018 03:00,17/01/2018 04:00,388,42.43,48.95,22.65,39.92,145.05
17/01/2018 04:00,17/01/2018 05:00,389,38.59,48.19,22.91,38.6,145.03
17/01/2018 05:00,17/01/2018 06:00,390,34.6,51.16,24.65,37.42,145.1
17/01/2018 06:00,17/01/2018 07:00,391,38.54,58.08,31.33,42.14,155.08
17/01/2018 07:00,17/01/2018 08:00,392,47.49,59.04,35.71,53.27,185.63
17/01/2018 08:00,17/01/2018 09:00,393,46.21,60.07,38.77,40.01,194.86
17/01/2018 09:00,17/01/2018 10:00,394,50,59.31,42.26,50.46,223.9
17/01/2018 10:00,17/01/2018 11:00,395,50,59.92,44,65.43,217.96
17/01/2018 11:00,17/01/2018 12:00,396,48.76,57,40.5,65.06,203.99
17/01/2018 12:00,17/01/2018 13:00,397,44.48,57.38,36.66,56.35,199.28
17/01/2018 13:00,17/01/2018 14:00,398,46,56,35.22,70.44,193
17/01/2018 14:00,17/01/2018 15:00,399,46,58.53,34.38,71.48,215.01
17/01/2018 15:00,17/01/2018 16:00,400,46,59.34,35.16,67,224.27
17/01/2018 16:00,17/01/2018 17:00,401,48.03,74.7,36.61,61.91,239.99
17/01/2018 17:00,17/01/2018 18:00,402,50.73,89.95,46.22,80.4,379.91
17/01/2018 18:00,17/01/2018 19:00,403,75.12,88,51.35,112.81,1161.06
17/01/2018 19:00,17/01/2018 20:00,404,70,77.39,44.91,84.89,769.77
17/01/2018 20:00,17/01/2018 21:00,405,59.93,61,39.51,67.74,496.14
17/01/2018 21:00,17/01/2018 22:00,406,58.61,58.96,38,65.06,252.39
17/01/2018 22:00,17/01/2018 23:00,407,51.99,55.84,37.2,68.02,201.06
17/01/2018 23:00,18/01/2018 00:00,408,43.73,54.47,32.7,51.93,178.06
18/01/2018 00:00,18/01/2018 01:00,409,44.88,55.28,28.68,59.46,172.91
18/01/2018 01:00,18/01/2018 02:00,410,50,54.5,25.94,54.01,169.16
18/01/2018 02:00,18/01/2018 03:00,411,47.04,52.52,26.58,46.47,166.95
18/01/2018 03:00,18/01/2018 04:00,412,42.07,50.6,23.08,42.12,160.45
18/01/2018 04:00,18/01/2018 05:00,413,41.67,50.57,23.14,40.08,158.21
18/01/2018 05:00,18/01/2018 06:00,414,39,57.3,23.33,43.01,160.24
18/01/2018 06:00,18/01/2018 07:00,415,39.02,63.15,27.02,55.03,184.01
18/01/2018 07:00,18/01/2018 08:00,416,48,69.6,28.97,66.21,221.06
18/01/2018 08:00,18/01/2018 09:00,417,43.28,67.85,32.47,59.82,244.68
18/01/2018 09:00,18/01/2018 10:00,418,51,67.85,33.96,64.09,253.07
18/01/2018 10:00,18/01/2018 11:00,419,53.85,65,37.06,64.01,241.5
18/01/2018 11:00,18/01/2018 12:00,420,57,63.15,37.05,63.24,218.93
18/01/2018 12:00,18/01/2018 13:00,421,52,62.12,34.54,62,202.37
18/01/2018 13:00,18/01/2018 14:00,422,48.33,61.07,33.03,62.17,196.9
18/01/2018 14:00,18/01/2018 15:00,423,46,61.7,32.08,63.76,190.35
18/01/2018 15:00,18/01/2018 16:00,424,45.8,62.48,32.41,58.07,196.87
18/01/2018 16:00,18/01/2018 17:00,425,48.04,67.95,32.75,56.55,201.16
18/01/2018 17:00,18/01/2018 18:00,426,59.8,72,42.5,72.24,233.37
18/01/2018 18:00,18/01/2018 19:00,427,84.96,67.39,56,95.69,238.43
18/01/2018 19:00,18/01/2018 20:00,428,67.35,65.28,48.95,82,214.16
18/01/2018 20:00,18/01/2018 21:00,429,56.42,58.59,44.39,77.64,200.08
18/01/2018 21:00,18/01/2018 22:00,430,50,59.03,41,58.05,186.69
18/01/2018 22:00,18/01/2018 23:00,431,47.87,57.1,36.43,63.58,178.44
18/01/2018 23:00,19/01/2018 00:00,432,40,58.17,31.92,52.62,157.59
19/01/2018 00:00,19/01/2018 01:00,433,39.65,55.69,39.79,60.34,167.94
19/01/2018 01:00,19/01/2018 02:00,434,43.9,53.97,36.5,56.53,158.96
19/01/2018 02:00,19/01/2018 03:00,435,39.15,53.38,33,56.75,156.44
19/01/2018 03:00,19/01/2018 04:00,436,37.55,51.4,29.99,53.78,140.77
19/01/2018 04:00,19/01/2018 05:00,437,37.99,51.04,26.6,49.55,138.6
19/01/2018 05:00,19/01/2018 06:00,438,37,52.27,24.47,48.47,143.1
19/01/2018 06:00,19/01/2018 07:00,439,38,56.66,24.31,57.26,158.79
19/01/2018 07:00,19/01/2018 08:00,440,47.96,57.93,26.39,60.08,169.91
19/01/2018 08:00,19/01/2018 09:00,441,56.24,61.96,27.7,58.93,187.35
19/01/2018 09:00,19/01/2018 10:00,442,57.43,61.77,35,63.85,210.03
19/01/2018 10:00,19/01/2018 11:00,443,58.56,68,37,64.06,197.35
19/01/2018 11:00,19/01/2018 12:00,444,50,74,37.7,63.1,178.22
19/01/2018 12:00,19/01/2018 13:00,445,44.7,75,36.13,61.1,167.46
19/01/2018 13:00,19/01/2018 14:00,446,41.38,74.91,37.3,64,163.45
19/01/2018 14:00,19/01/2018 15:00,447,41.1,63.43,36.5,59.95,153.53
19/01/2018 15:00,19/01/2018 16:00,448,41.22,59.5,36.4,55.48,161.54
19/01/2018 16:00,19/01/2018 17:00,449,42.73,76.81,33,55.18,156.43
19/01/2018 17:00,19/01/2018 18:00,450,50.3,95.01,43.7,72.13,188.95
19/01/2018 18:00,19/01/2018 19:00,451,75.1,90,55.3,88.61,215.32
19/01/2018 19:00,19/01/2018 20:00,452,67.94,75.93,47.94,74.23,209.28
19/01/2018 20:00,19/01/2018 21:00,453,55.5,68,44.4,65.39,197.99
19/01/2018 21:00,19/01/2018 22:00,454,44,61.3,38.4,59.05,176.14
19/01/2018 22:00,19/01/2018 23:00,455,42.23,60.5,35.8,56.05,170.21
19/01/2018 23:00,20/01/2018 00:00,456,38.97,64,31.72,52.96,156.66
20/01/2018 00:00,20/01/2018 01:00,457,40.67,61.32,30.04,60.04,142.49
20/01/2018 01:00,20/01/2018 02:00,458,43.91,59.05,29.84,51.01,151.5
20/01/2018 02:00,20/01/2018 03:00,459,43.67,56.92,29.54,52.5,151.4
20/01/2018 03:00,20/01/2018 04:00,460,41.09,54.97,28.17,44.96,144.98
20/01/2018 04:00,20/01/2018 05:00,461,40.96,52.64,27.53,37.5,145.37
20/01/2018 05:00,20/01/2018 06:00,462,43.67,50.58,29.73,36.11,155.25
20/01/2018 06:00,20/01/2018 07:00,463,43.52,51.34,37.94,44.09,175
20/01/2018 07:00,20/01/2018 08:00,464,46.9,49.34,45,61.9,174
20/01/2018 08:00,20/01/2018 09:00,465,41.09,56.99,49.32,54.97,164.64
20/01/2018 09:00,20/01/2018 10:00,466,46.83,60.06,47.4,56.98,207.8
20/01/2018 10:00,20/01/2018 11:00,467,62.73,59.93,44.11,59.55,209.99
20/01/2018 11:00,20/01/2018 12:00,468,63.73,60.9,40.04,68.74,186.01
20/01/2018 12:00,20/01/2018 13:00,469,59.55,65,36.55,65.65,186
20/01/2018 13:00,20/01/2018 14:00,470,59.95,64,35.76,76.23,183.12
20/01/2018 14:00,20/01/2018 15:00,471,47.6,59.16,35.84,73.83,173.17
20/01/2018 15:00,20/01/2018 16:00,472,44.06,55,37.16,65.01,173.97
20/01/2018 16:00,20/01/2018 17:00,473,45.7,72.9,38.24,54.53,184.49
20/01/2018 17:00,20/01/2018 18:00,474,56.5,86,48.71,68.08,216.09
20/01/2018 18:00,20/01/2018 19:00,475,100,76.8,49.85,81.27,249.57
20/01/2018 19:00,20/01/2018 20:00,476,84.8,72.92,47.06,67.25,237.63
20/01/2018 20:00,20/01/2018 21:00,477,59.11,61,42.71,60.05,220.68
20/01/2018 21:00,20/01/2018 22:00,478,53.1,60,39.22,59.06,192.9
20/01/2018 22:00,20/01/2018 23:00,479,49.02,58.43,36.36,55,173.41
20/01/2018 23:00,21/01/2018 00:00,480,46.15,50.67,34.51,45.48,169.01
21/01/2018 00:00,21/01/2018 01:00,481,47.56,50.79,30.94,70.14,153.65
21/01/2018 01:00,21/01/2018 02:00,482,50.91,55.99,30.54,63.97,155.15
21/01/2018 02:00,21/01/2018 03:00,483,49.91,50.52,31.15,64.73,155.3
21/01/2018 03:00,21/01/2018 04:00,484,45.92,50.07,30.03,50.01,145.6
21/01/2018 04:00,21/01/2018 05:00,485,43.5,49.7,30.4,30,140.1
21/01/2018 05:00,21/01/2018 06:00,486,42.32,58.06,31.88,22.36,146.35
21/01/2018 06:00,21/01/2018 07:00,487,40.75,68.83,35.38,32.79,143.59
21/01/2018 07:00,21/01/2018 08:00,488,40.91,76.13,42.48,47.83,172.61
21/01/2018 08:00,21/01/2018 09:00,489,41.03,77.92,52.53,51.66,210.79
21/01/2018 09:00,21/01/2018 10:00,490,42.22,72.51,54.2,54.97,221.1
21/01/2018 10:00,21/01/2018 11:00,491,44.42,68.43,50.7,59.14,216.5
21/01/2018 11:00,21/01/2018 12:00,492,58.87,64.46,46,55.52,204.99
21/01/2018 12:00,21/01/2018 13:00,493,53.22,61.43,42,59.15,186.1
21/01/2018 13:00,21/01/2018 14:00,494,62,58.9,39.9,62.08,174.32
21/01/2018 14:00,21/01/2018 15:00,495,48,54.32,40.2,61.24,165.61
21/01/2018 15:00,21/01/2018 16:00,496,42.95,55.7,41.72,52.59,162.32
21/01/2018 16:00,21/01/2018 17:00,497,43.07,64.46,43.7,52.52,172.72
21/01/2018 17:00,21/01/2018 18:00,498,51.56,71.98,51.7,65,197.66
21/01/2018 18:00,21/01/2018 19:00,499,82.01,66.11,59.14,87.99,223.42
21/01/2018 19:00,21/01/2018 20:00,500,64.22,67.23,50.37,84.6,214.91
21/01/2018 20:00,21/01/2018 21:00,501,45.54,61.42,43.75,77.41,192.55
21/01/2018 21:00,21/01/2018 22:00,502,42.89,58.2,40.25,62.5,172.74
21/01/2018 22:00,21/01/2018 23:00,503,40.57,49.7,37.95,59.01,166.01
21/01/2018 23:00,22/01/2018 00:00,504,38.7,52.66,36.64,51.96,150.46
22/01/2018 00:00,22/01/2018 01:00,505,42,50.81,32.7,64.99,163.81
22/01/2018 01:00,22/01/2018 02:00,506,41.02,49.06,32,64.34,156.76
22/01/2018 02:00,22/01/2018 03:00,507,40.91,48,31.21,64.86,151.64
22/01/2018 03:00,22/01/2018 04:00,508,40.62,47.25,30.5,56.98,146
22/01/2018 04:00,22/01/2018 05:00,509,40.58,47.92,29.75,45.25,143.64
22/01/2018 05:00,22/01/2018 06:00,510,40.52,55.02,30.57,45.09,144.42
22/01/2018 06:00,22/01/2018 07:00,511,40.8,61.18,33.77,62.01,146.84
22/01/2018 07:00,22/01/2018 08:00,512,48,65.38,40.9,68.04,156.92
22/01/2018 08:00,22/01/2018 09:00,513,46.84,64.5,50.15,61.02,167
22/01/2018 09:00,22/01/2018 10:00,514,55.22,70,53.13,64.07,177.24
22/01/2018 10:00,22/01/2018 11:00,515,60.91,66.49,53.75,68.01,179.84
22/01/2018 11:00,22/01/2018 12:00,516,52.8,65.06,50.25,65.01,181.86
22/01/2018 12:00,22/01/2018 13:00,517,45,66.49,48,54.98,170.11
22/01/2018 13:00,22/01/2018 14:00,518,44.9,67.86,48.3,59.13,160.16
22/01/2018 14:00,22/01/2018 15:00,519,43.5,68.54,44,63.73,158.41
22/01/2018 15:00,22/01/2018 16:00,520,42.05,70,45.86,57.01,164.16
22/01/2018 16:00,22/01/2018 17:00,521,42.46,77.09,48.54,55.08,164.52
22/01/2018 17:00,22/01/2018 18:00,522,54.6,83,54.32,69.9,188.6
22/01/2018 18:00,22/01/2018 19:00,523,81.5,79.01,57.2,113.24,222.45
22/01/2018 19:00,22/01/2018 20:00,524,65.03,72.5,52.14,89.76,217.31
22/01/2018 20:00,22/01/2018 21:00,525,58.44,62.32,46.15,77.96,181.19
22/01/2018 21:00,22/01/2018 22:00,526,50,60.33,41.02,66.99,167.49
22/01/2018 22:00,22/01/2018 23:00,527,51.64,56,38.38,61.01,165.7
22/01/2018 23:00,23/01/2018 00:00,528,40.41,52.22,34.31,57.65,165.8
23/01/2018 00:00,23/01/2018 01:00,529,46.95,50.51,33.2,58,168.98
23/01/2018 01:00,23/01/2018 02:00,530,46.21,50.05,32.23,65.37,161.89
23/01/2018 02:00,23/01/2018 03:00,531,46.72,49.59,31.53,69.56,158.44
23/01/2018 03:00,23/01/2018 04:00,532,42.22,49.2,30.08,60.95,152.93
23/01/2018 04:00,23/01/2018 05:00,533,40.38,49.71,30.16,55.01,149.99
23/01/2018 05:00,23/01/2018 06:00,534,32.68,56.1,30.07,54.53,148.3
23/01/2018 06:00,23/01/2018 07:00,535,36.36,69,32.95,54.58,151.39
23/01/2018 07:00,23/01/2018 08:00,536,44.48,78.63,41.07,54.58,152.48
23/01/2018 08:00,23/01/2018 09:00,537,47.93,80.48,55,55,157.72
23/01/2018 09:00,23/01/2018 10:00,538,46.16,79,53.82,56.02,162.92
23/01/2018 10:00,23/01/2018 11:00,539,54,79.46,53.64,63.04,177.52
23/01/2018 11:00,23/01/2018 12:00,540,51.68,73.01,49.93,66.07,178.57
23/01/2018 12:00,23/01/2018 13:00,541,44.88,74.3,48.14,75.49,180.19
23/01/2018 13:00,23/01/2018 14:00,542,44.88,73.55,46.68,74.56,197.26
23/01/2018 14:00,23/01/2018 15:00,543,44.88,74.65,44.52,66.79,165.91
23/01/2018 15:00,23/01/2018 16:00,544,43.59,76.5,46.56,56.04,182.9
23/01/2018 16:00,23/01/2018 17:00,545,45,81.05,47.61,55.01,170.73
23/01/2018 17:00,23/01/2018 18:00,546,52,85.38,54.22,71.02,189.37
23/01/2018 18:00,23/01/2018 19:00,547,68.17,82.11,60,107.04,232.33
23/01/2018 19:00,23/01/2018 20:00,548,58.88,82.3,52.68,89.99,209.4
23/01/2018 20:00,23/01/2018 21:00,549,51.36,67.64,48.43,75.97,184.42
23/01/2018 21:00,23/01/2018 22:00,550,48.88,61.92,41.13,57.84,167.78
23/01/2018 22:00,23/01/2018 23:00,551,46.53,58.7,37.17,58.69,167.5
23/01/2018 23:00,24/01/2018 00:00,552,40,53.99,35.35,54.56,147.83
24/01/2018 00:00,24/01/2018 01:00,553,50.12,53.5,30.63,57.93,149.4
24/01/2018 01:00,24/01/2018 02:00,554,45.55,52.09,31.09,57.99,148.05
24/01/2018 02:00,24/01/2018 03:00,555,43.94,50.59,30.62,65,148.13
24/01/2018 03:00,24/01/2018 04:00,556,38.8,50.97,30.1,65,146.26
24/01/2018 04:00,24/01/2018 05:00,557,36.96,52.55,30,59.9,146.45
24/01/2018 05:00,24/01/2018 06:00,558,29.99,60,30,52.6,149.01
24/01/2018 06:00,24/01/2018 07:00,559,37.92,77,34.76,52.53,159
24/01/2018 07:00,24/01/2018 08:00,560,50,96.08,42.96,61.99,210.78
24/01/2018 08:00,24/01/2018 09:00,561,43.99,95,54.88,65,241.7
24/01/2018 09:00,24/01/2018 10:00,562,46.15,96.88,53.61,52.59,251.05
24/01/2018 10:00,24/01/2018 11:00,563,54,92.8,52.82,66.72,249.3
24/01/2018 11:00,24/01/2018 12:00,564,50,88,50.85,65.23,239.9
24/01/2018 12:00,24/01/2018 13:00,565,48.66,82.9,48.92,67.2,232.99
24/01/2018 13:00,24/01/2018 14:00,566,50,80.42,46.05,71.04,244.48
24/01/2018 14:00,24/01/2018 15:00,567,46.66,80.95,44.94,78.99,245.19
24/01/2018 15:00,24/01/2018 16:00,568,41.58,81.95,45.86,78.92,245.93
24/01/2018 16:00,24/01/2018 17:00,569,42.44,95.6,46.67,76.93,240
24/01/2018 17:00,24/01/2018 18:00,570,51.6,108.7,52.54,120.95,300
24/01/2018 18:00,24/01/2018 19:00,571,74,91.34,56.43,182.94,1131.11
24/01/2018 19:00,24/01/2018 20:00,572,63.92,79.96,51.83,143.91,883.64
24/01/2018 20:00,24/01/2018 21:00,573,56.68,66.61,45.07,92.28,367.29
24/01/2018 21:00,24/01/2018 22:00,574,45.21,62.75,37.66,70,299.92
24/01/2018 22:00,24/01/2018 23:00,575,45.44,56,37.32,57.53,216.01
24/01/2018 23:00,25/01/2018 00:00,576,39.9,60.03,35.06,52.48,179.9
25/01/2018 00:00,25/01/2018 01:00,577,40.58,54.58,39.4,52.59,170.08
25/01/2018 01:00,25/01/2018 02:00,578,44.97,51.82,35.6,53.22,168.12
25/01/2018 02:00,25/01/2018 03:00,579,44.93,49.49,31.88,50.47,167.36
25/01/2018 03:00,25/01/2018 04:00,580,41.94,49.15,30.27,49.26,159.51
25/01/2018 04:00,25/01/2018 05:00,581,40.55,49.94,28.3,42.88,156.1
25/01/2018 05:00,25/01/2018 06:00,582,40,54.42,27,45.04,157.25
25/01/2018 06:00,25/01/2018 07:00,583,44.94,59.5,28.05,54.18,169.83
25/01/2018 07:00,25/01/2018 08:00,584,47.55,65,30.51,62.41,234.21
25/01/2018 08:00,25/01/2018 09:00,585,42.41,77.98,34.88,64.88,277.47
25/01/2018 09:00,25/01/2018 10:00,586,49.6,72.22,37.6,72.26,269.98
25/01/2018 10:00,25/01/2018 11:00,587,53.2,65.8,39.71,71.26,272.24
25/01/2018 11:00,25/01/2018 12:00,588,48.44,60.58,38.79,66.08,266.19
25/01/2018 12:00,25/01/2018 13:00,589,41.07,58.95,37.62,61.02,256.51
25/01/2018 13:00,25/01/2018 14:00,590,41.05,58.32,35.44,60.66,258.02
25/01/2018 14:00,25/01/2018 15:00,591,46.55,55.71,34.12,58.18,257.03
25/01/2018 15:00,25/01/2018 16:00,592,56,55.29,35.57,57.07,253.62
25/01/2018 16:00,25/01/2018 17:00,593,41.05,63.09,37.28,57.56,242
25/01/2018 17:00,25/01/2018 18:00,594,50.21,64.13,42,73.82,275.97
25/01/2018 18:00,25/01/2018 19:00,595,80.82,62.05,54.2,123.93,316.59
25/01/2018 19:00,25/01/2018 20:00,596,73.17,62.09,46.93,94.33,286.47
25/01/2018 20:00,25/01/2018 21:00,597,60.94,58.5,37.41,83.2,263.92
25/01/2018 21:00,25/01/2018 22:00,598,55,56.05,36,57.56,216.08
25/01/2018 22:00,25/01/2018 23:00,599,49,52.36,35.23,54.55,183.92
25/01/2018 23:00,26/01/2018 00:00,600,41.09,56,31.51,45.35,159.79
26/01/2018 00:00,26/01/2018 01:00,601,42.68,59,29.66,53.54,194.66
26/01/2018 01:00,26/01/2018 02:00,602,42.69,52.11,28.77,53.54,185.84
26/01/2018 02:00,26/01/2018 03:00,603,42.69,46.99,26.64,57.73,184.87
26/01/2018 03:00,26/01/2018 04:00,604,39.77,44.95,24.54,59.96,176.86
26/01/2018 04:00,26/01/2018 05:00,605,39.89,43.94,24.05,54.97,170.31
26/01/2018 05:00,26/01/2018 06:00,606,39.95,43.95,22.97,57.16,170.68
26/01/2018 06:00,26/01/2018 07:00,607,40.76,47.46,22.95,60.75,185.38
26/01/2018 07:00,26/01/2018 08:00,608,46,46.55,24.2,65.1,206
26/01/2018 08:00,26/01/2018 09:00,609,52.53,51.97,25.59,70.28,230.56
26/01/2018 09:00,26/01/2018 10:00,610,62,58.94,29.31,74.06,253.19
26/01/2018 10:00,26/01/2018 11:00,611,62.62,58.01,33,84.01,244.93
26/01/2018 11:00,26/01/2018 12:00,612,61.55,55.73,35.62,84.51,209.4
26/01/2018 12:00,26/01/2018 13:00,613,48.39,53.6,36.32,84.54,195.2
26/01/2018 13:00,26/01/2018 14:00,614,46.44,51.24,41,86.4,187.6
26/01/2018 14:00,26/01/2018 15:00,615,45.01,47.95,42.15,81.63,176.53
26/01/2018 15:00,26/01/2018 16:00,616,44.55,48,41.95,61.05,186.7
26/01/2018 16:00,26/01/2018 17:00,617,44.25,59,35.91,63.1,187.75
26/01/2018 17:00,26/01/2018 18:00,618,63,80.32,43,74.03,221.9
26/01/2018 18:00,26/01/2018 19:00,619,89.25,75,56.9,107.03,223
26/01/2018 19:00,26/01/2018 20:00,620,71.95,64.95,51,79.51,192.79
26/01/2018 20:00,26/01/2018 21:00,621,66.96,51.57,43.93,71.99,198.93
26/01/2018 21:00,26/01/2018 22:00,622,49.4,51.5,34.4,62.01,178.75
26/01/2018 22:00,26/01/2018 23:00,623,47.79,47.97,37.52,58.97,173.92
26/01/2018 23:00,27/01/2018 00:00,624,41,55,28.45,54.99,130.65
27/01/2018 00:00,27/01/2018 01:00,625,52.09,51,27.91,52.54,162
27/01/2018 01:00,27/01/2018 02:00,626,47.91,43.98,25.6,50.97,157.6
27/01/2018 02:00,27/01/2018 03:00,627,57,34.91,23.38,52.1,169.45
27/01/2018 03:00,27/01/2018 04:00,628,43.92,29.92,20.3,50.05,140.05
27/01/2018 04:00,27/01/2018 05:00,629,42.93,16.79,18.36,47.81,135.25
27/01/2018 05:00,27/01/2018 06:00,630,37.21,21.8,22.12,47.8,136.61
27/01/2018 06:00,27/01/2018 07:00,631,29.32,31.36,24.6,50.92,171.3
27/01/2018 07:00,27/01/2018 08:00,632,31.26,29.32,35.18,59.06,190
27/01/2018 08:00,27/01/2018 09:00,633,39.19,36.13,37.6,58.53,185.07
27/01/2018 09:00,27/01/2018 10:00,634,42.56,48.43,37.41,63.55,185.1
27/01/2018 10:00,27/01/2018 11:00,635,56.2,60.6,37.24,63.07,212.83
27/01/2018 11:00,27/01/2018 12:00,636,56,50,35.51,62.1,221
27/01/2018 12:00,27/01/2018 13:00,637,49.09,56.9,36.89,68,202.01
27/01/2018 13:00,27/01/2018 14:00,638,43.96,54,37.51,78.5,186.05
27/01/2018 14:00,27/01/2018 15:00,639,42.03,45,37.74,78.99,173.11
27/01/2018 15:00,27/01/2018 16:00,640,39.58,43.09,38.88,77.09,162.09
27/01/2018 16:00,27/01/2018 17:00,641,41.39,55.43,37.17,69.96,162.05
27/01/2018 17:00,27/01/2018 18:00,642,45.2,82.79,42,85.59,185.76
27/01/2018 18:00,27/01/2018 19:00,643,75,80.08,55.1,154.72,240
27/01/2018 19:00,27/01/2018 20:00,644,69.94,69,52,120,240.75
27/01/2018 20:00,27/01/2018 21:00,645,50.66,58,47.97,79,239.93
27/01/2018 21:00,27/01/2018 22:00,646,41.84,48.1,39.57,61,203.56
27/01/2018 22:00,27/01/2018 23:00,647,40.7,47.93,33.53,63,195.18
27/01/2018 23:00,28/01/2018 00:00,648,38.91,45.43,31,56.49,194.95
28/01/2018 00:00,28/01/2018 01:00,649,44.8,47.99,40,70.6,174.9
