01/01/2018,,Hours,2018,2019,2020,2021,2022
27/05/2018 03:00,27/05/2018 04:00,3508,27.99,20.19,25.01,70,84.71
27/05/2018 04:00,27/05/2018 05:00,3509,31.6,26.05,21.96,68.07,73.3
27/05/2018 05:00,27/05/2018 06:00,3510,24.65,27.07,21.14,68.06,78.78
27/05/2018 06:00,27/05/2018 07:00,3511,22.41,39.64,23.1,70.97,101.43
27/05/2018 07:00,27/05/2018 08:00,3512,25.6,37.48,27.09,79.95,117.95
27/05/2018 08:00,27/05/2018 09:00,3513,28.2,38.39,24.66,82.76,111.76
27/05/2018 09:00,27/05/2018 10:00,3514,34,36.26,33,97.55,111.11
27/05/2018 10:00,27/05/2018 11:00,3515,46,35.83,32,93.47,112.38
27/05/2018 11:00,27/05/2018 12:00,3516,55,38.6,29.1,82.73,100.43
27/05/2018 12:00,27/05/2018 13:00,3517,57,41.11,28.58,80.09,91.19
27/05/2018 13:00,27/05/2018 14:00,3518,59,39.66,31.71,84.89,94.01
27/05/2018 14:00,27/05/2018 15:00,3519,48,38.31,27.8,75.31,85.43
27/05/2018 15:00,27/05/2018 16:00,3520,44,32.63,22,71.49,83.78
27/05/2018 16:00,27/05/2018 17:00,3521,46.2,40.5,22.46,71.99,86.9
27/05/2018 17:00,27/05/2018 18:00,3522,58,36.93,28.7,80.68,83.01
27/05/2018 18:00,27/05/2018 19:00,3523,63.09,44.4,31.27,102.06,92.23
27/05/2018 19:00,27/05/2018 20:00,3524,51,52.04,36.8,114.91,106.77
27/05/2018 20:00,27/05/2018 21:00,3525,62,50.6,34.21,107.5,119.25
27/05/2018 21:00,27/05/2018 22:00,3526,64,51.4,32,102.27,129.21
27/05/2018 22:00,27/05/2018 23:00,3527,78,40.97,29.99,97.32,135.01
27/05/2018 23:00,28/05/2018 00:00,3528,70,41.5,25.02,80.91,116.53
28/05/2018 00:00,28/05/2018 01:00,3529,80,39.56,28.19,79,142.74
28/05/2018 01:00,28/05/2018 02:00,3530,50,33.08,27,67.95,130.38
28/05/2018 02:00,28/05/2018 03:00,3531,63.2,32.68,20,66.03,115.46
28/05/2018 03:00,28/05/2018 04:00,3532,54.6,31.43,18.39,66.05,99.4
28/05/2018 04:00,28/05/2018 05:00,3533,47.7,31.28,17.08,65.57,102.66
28/05/2018 05:00,28/05/2018 06:00,3534,47.6,39.5,16.09,65.58,95.04
28/05/2018 06:00,28/05/2018 07:00,3535,52,43.1,18.54,70.9,95.03
28/05/2018 07:00,28/05/2018 08:00,3536,76.52,40.45,22.51,80.13,104.37
28/05/2018 08:00,28/05/2018 09:00,3537,48.76,49.7,25,82.07,105.94
28/05/2018 09:00,28/05/2018 10:00,3538,56.05,46,32,97.22,135
28/05/2018 10:00,28/05/2018 11:00,3539,64,43.66,31,99.96,133.01
28/05/2018 11:00,28/05/2018 12:00,3540,68.5,40.81,26.22,97.99,124
28/05/2018 12:00,28/05/2018 13:00,3541,61.8,38.36,25.97,97.4,120.52
28/05/2018 13:00,28/05/2018 14:00,3542,58.14,34.35,28.7,99.53,106.77
28/05/2018 14:00,28/05/2018 15:00,3543,58.52,33.88,24.76,79,105.94
28/05/2018 15:00,28/05/2018 16:00,3544,52.6,35.92,18.68,75.2,99.55
28/05/2018 16:00,28/05/2018 17:00,3545,58,38.29,20,75.5,89.16
28/05/2018 17:00,28/05/2018 18:00,3546,63.52,48.84,26,90,97.52
28/05/2018 18:00,28/05/2018 19:00,3547,70,51.58,29.69,104.99,110.8
28/05/2018 19:00,28/05/2018 20:00,3548,72.68,54,33.8,108.4,120.18
28/05/2018 20:00,28/05/2018 21:00,3549,70.11,50.03,31.4,101,142.21
28/05/2018 21:00,28/05/2018 22:00,3550,61,46.44,30,94.99,143.8
28/05/2018 22:00,28/05/2018 23:00,3551,61.45,37.18,28.94,86,146.15
28/05/2018 23:00,29/05/2018 00:00,3552,47.4,42.7,26.24,72.97,137.4
29/05/2018 00:00,29/05/2018 01:00,3553,56,34.52,34,80,152.91
29/05/2018 01:00,29/05/2018 02:00,3554,51.92,33.4,25.87,72.72,144.25
29/05/2018 02:00,29/05/2018 03:00,3555,45.9,32.3,19.4,66.97,140.55
29/05/2018 03:00,29/05/2018 04:00,3556,45.5,29.94,16.48,69.17,136.01
29/05/2018 04:00,29/05/2018 05:00,3557,40.83,30.14,16.87,68.69,127.52
29/05/2018 05:00,29/05/2018 06:00,3558,38,34.02,18.33,64.76,125.01
29/05/2018 06:00,29/05/2018 07:00,3559,41.03,40.4,20.35,63.61,126.01
29/05/2018 07:00,29/05/2018 08:00,3560,47.57,46.1,27.02,62.09,128.54
29/05/2018 08:00,29/05/2018 09:00,3561,52.5,50.91,26.23,73.1,131.64
29/05/2018 09:00,29/05/2018 10:00,3562,70,48.2,31,82.9,132.33
29/05/2018 10:00,29/05/2018 11:00,3563,72.88,47.2,28.38,94.08,130.56
29/05/2018 11:00,29/05/2018 12:00,3564,66.79,45,26.86,91.73,146.13
29/05/2018 12:00,29/05/2018 13:00,3565,60,40.29,25.92,82.65,147.13
29/05/2018 13:00,29/05/2018 14:00,3566,55.9,36.9,26,79.93,153.4
29/05/2018 14:00,29/05/2018 15:00,3567,50,34.87,17.51,63.01,144.25
29/05/2018 15:00,29/05/2018 16:00,3568,46.86,36.56,14.26,61.94,129.54
29/05/2018 16:00,29/05/2018 17:00,3569,49.99,41.2,13.97,62.94,123.41
29/05/2018 17:00,29/05/2018 18:00,3570,60,45.2,19.31,62.94,146.71
29/05/2018 18:00,29/05/2018 19:00,3571,63.09,45.74,23.1,84.91,149.5
29/05/2018 19:00,29/05/2018 20:00,3572,61.4,44.56,32,92.37,179.92
29/05/2018 20:00,29/05/2018 21:00,3573,61.9,40.38,32.3,94.66,180.48
29/05/2018 21:00,29/05/2018 22:00,3574,52,36.98,27.2,91.77,184.54
29/05/2018 22:00,29/05/2018 23:00,3575,60,32,24.36,91,185.01
29/05/2018 23:00,30/05/2018 00:00,3576,46.86,41.19,23.6,80.93,178
30/05/2018 00:00,30/05/2018 01:00,3577,56.03,32.93,30.05,87.89,160.89
30/05/2018 01:00,30/05/2018 02:00,3578,47.86,27.94,20.13,79,152
30/05/2018 02:00,30/05/2018 03:00,3579,46.1,24.34,14.03,75,144.8
30/05/2018 03:00,30/05/2018 04:00,3580,45.53,19.99,13.68,70,143.87
30/05/2018 04:00,30/05/2018 05:00,3581,45.3,17.26,13.43,71.99,145.64
30/05/2018 05:00,30/05/2018 06:00,3582,45.3,22.64,13.89,69.91,147.71
30/05/2018 06:00,30/05/2018 07:00,3583,47.35,36.7,13.42,62.25,152.76
30/05/2018 07:00,30/05/2018 08:00,3584,58.8,33.7,17.07,62.27,181.25
30/05/2018 08:00,30/05/2018 09:00,3585,49.93,37.6,23,64.05,202.46
30/05/2018 09:00,30/05/2018 10:00,3586,67.5,40,29.22,69,198.43
30/05/2018 10:00,30/05/2018 11:00,3587,63.6,39,29.98,72.43,185.34
30/05/2018 11:00,30/05/2018 12:00,3588,62.1,42,26,66.06,192
30/05/2018 12:00,30/05/2018 13:00,3589,64.7,42.66,23.71,59.76,185.42
30/05/2018 13:00,30/05/2018 14:00,3590,67.41,40,20.39,61.32,180.13
30/05/2018 14:00,30/05/2018 15:00,3591,59.9,36.05,15.01,56.1,172.7
30/05/2018 15:00,30/05/2018 16:00,3592,59.4,38,11.9,56.07,166.4
30/05/2018 16:00,30/05/2018 17:00,3593,60,38.74,11.53,57.06,174.16
30/05/2018 17:00,30/05/2018 18:00,3594,73.54,43.3,18.01,58.92,192.02
30/05/2018 18:00,30/05/2018 19:00,3595,72.01,45.38,24.46,64.18,208.11
30/05/2018 19:00,30/05/2018 20:00,3596,72,45.39,34,80.52,224.76
30/05/2018 20:00,30/05/2018 21:00,3597,65.9,42,33.42,93.66,220.58
30/05/2018 21:00,30/05/2018 22:00,3598,58.22,41,28.12,89.9,211.01
30/05/2018 22:00,30/05/2018 23:00,3599,62,36.99,26.01,84.73,201.35
30/05/2018 23:00,31/05/2018 00:00,3600,50.45,40.02,25,70,183.01
31/05/2018 00:00,31/05/2018 01:00,3601,56.07,30.39,20.9,84.9,164.63
31/05/2018 01:00,31/05/2018 02:00,3602,52.96,25.8,13,71.58,148.4
31/05/2018 02:00,31/05/2018 03:00,3603,50,26,11.59,70.52,145
31/05/2018 03:00,31/05/2018 04:00,3604,48.12,26.43,11.11,65.42,141.91
31/05/2018 04:00,31/05/2018 05:00,3605,48,26.43,10.91,62.16,136.07
31/05/2018 05:00,31/05/2018 06:00,3606,48,31.81,8,58.85,138
31/05/2018 06:00,31/05/2018 07:00,3607,48.2,38.01,6.9,70,136.31
31/05/2018 07:00,31/05/2018 08:00,3608,57.04,37.71,12.65,77.5,169.28
31/05/2018 08:00,31/05/2018 09:00,3609,52,49.26,10.92,80.97,198.52
31/05/2018 09:00,31/05/2018 10:00,3610,69.4,48.01,20,79.96,192.97
31/05/2018 10:00,31/05/2018 11:00,3611,73.38,42,24,76.22,177.23
31/05/2018 11:00,31/05/2018 12:00,3612,70,42.6,25.98,72.44,172.42
31/05/2018 12:00,31/05/2018 13:00,3613,62,38.01,24,64.68,164.49
31/05/2018 13:00,31/05/2018 14:00,3614,64,34,25,66.7,164.18
31/05/2018 14:00,31/05/2018 15:00,3615,50.95,31.97,18.6,57.32,161.22
31/05/2018 15:00,31/05/2018 16:00,3616,49.96,31.99,14,55.57,157.02
31/05/2018 16:00,31/05/2018 17:00,3617,55,34.43,16.19,58.06,159.78
31/05/2018 17:00,31/05/2018 18:00,3618,67.95,38.7,25.02,65.56,182.22
31/05/2018 18:00,31/05/2018 19:00,3619,72.19,42,28.38,68.68,196.59
31/05/2018 19:00,31/05/2018 20:00,3620,70,42.96,34,85.1,220.01
31/05/2018 20:00,31/05/2018 21:00,3621,67.78,41.07,34,91.64,223.98
31/05/2018 21:00,31/05/2018 22:00,3622,55.99,39.98,31.5,85.1,208.01
31/05/2018 22:00,31/05/2018 23:00,3623,52,36.47,30,82.08,198.48
31/05/2018 23:00,01/06/2018 00:00,3624,48.1,36,25.18,68,175.56
01/06/2018 00:00,01/06/2018 01:00,3625,60,34.99,21,72,164
01/06/2018 01:00,01/06/2018 02:00,3626,53.8,30.1,14.11,61.56,149.71
01/06/2018 02:00,01/06/2018 03:00,3627,48.7,33.48,16.68,54.59,144.99
01/06/2018 03:00,01/06/2018 04:00,3628,48.1,34.76,17.91,56.19,143.48
01/06/2018 04:00,01/06/2018 05:00,3629,47.56,36.6,17.37,57.6,138.93
01/06/2018 05:00,01/06/2018 06:00,3630,47,37.93,17.37,66.81,141.06
01/06/2018 06:00,01/06/2018 07:00,3631,48.89,38.08,18,68.74,142.56
01/06/2018 07:00,01/06/2018 08:00,3632,57.54,35.95,29.57,75.71,167.26
01/06/2018 08:00,01/06/2018 09:00,3633,54.9,39.92,25.54,82.2,192.44
01/06/2018 09:00,01/06/2018 10:00,3634,70,42.13,30,99,184.8
01/06/2018 10:00,01/06/2018 11:00,3635,78,42,30,98.06,172.87
01/06/2018 11:00,01/06/2018 12:00,3636,74,41.1,27.9,75.69,167.3
01/06/2018 12:00,01/06/2018 13:00,3637,66.34,36,28.27,66.04,161.36
01/06/2018 13:00,01/06/2018 14:00,3638,63,32.79,29.2,66.23,155.83
01/06/2018 14:00,01/06/2018 15:00,3639,56,28.98,25,61.41,150.91
01/06/2018 15:00,01/06/2018 16:00,3640,50.76,30,19.7,57.06,147.34
01/06/2018 16:00,01/06/2018 17:00,3641,50.22,36,17.19,59.2,151.23
01/06/2018 17:00,01/06/2018 18:00,3642,59.2,43.8,22.91,63.89,167.51
01/06/2018 18:00,01/06/2018 19:00,3643,65,52.9,28,85,190.9
01/06/2018 19:00,01/06/2018 20:00,3644,62,50,33.8,85.89,208.19
01/06/2018 20:00,01/06/2018 21:00,3645,70,43.8,35.37,82.23,213.57
01/06/2018 21:00,01/06/2018 22:00,3646,58,39.2,32.51,71.48,204.02
01/06/2018 22:00,01/06/2018 23:00,3647,60.2,36.5,32,67.82,196.27
01/06/2018 23:00,02/06/2018 00:00,3648,54.22,54,30,66,180.44
02/06/2018 00:00,02/06/2018 01:00,3649,64,44,27.82,77.91,158.87
02/06/2018 01:00,02/06/2018 02:00,3650,50.7,39.95,20,70.04,145.4
02/06/2018 02:00,02/06/2018 03:00,3651,53.7,29.96,19.49,65.64,144.63
02/06/2018 03:00,02/06/2018 04:00,3652,47.2,25.05,17.42,65.6,135.07
02/06/2018 04:00,02/06/2018 05:00,3653,46,21.02,19.49,63.49,131.35
02/06/2018 05:00,02/06/2018 06:00,3654,44,14.93,18.55,62.16,129.97
02/06/2018 06:00,02/06/2018 07:00,3655,44.07,14.91,22.31,65.23,129.34
02/06/2018 07:00,02/06/2018 08:00,3656,45.69,25.05,28.8,73.94,150
02/06/2018 08:00,02/06/2018 09:00,3657,47.03,26,29,72.64,168.9
02/06/2018 09:00,02/06/2018 10:00,3658,52,34,29.24,96.73,163.25
02/06/2018 10:00,02/06/2018 11:00,3659,74,43.51,28.4,92.83,150.92
02/06/2018 11:00,02/06/2018 12:00,3660,70,41.69,24,75.89,139.04
02/06/2018 12:00,02/06/2018 13:00,3661,64.1,40,22.7,67.27,118.95
02/06/2018 13:00,02/06/2018 14:00,3662,53.36,31.9,24.93,67.27,118.46
02/06/2018 14:00,02/06/2018 15:00,3663,47.4,21.85,19.91,58.04,118.55
02/06/2018 15:00,02/06/2018 16:00,3664,46.5,19.98,18.93,59.93,120.33
02/06/2018 16:00,02/06/2018 17:00,3665,46.5,27.58,18.67,60.05,125.04
02/06/2018 17:00,02/06/2018 18:00,3666,48.08,34.2,23.84,67.27,147.59
02/06/2018 18:00,02/06/2018 19:00,3667,56.5,40,32.64,89,171.1
02/06/2018 19:00,02/06/2018 20:00,3668,70.01,38.89,37.45,84.87,190
02/06/2018 20:00,02/06/2018 21:00,3669,76,38,36,82.02,187.89
02/06/2018 21:00,02/06/2018 22:00,3670,72.43,33.82,33.32,77.76,186.12
02/06/2018 22:00,02/06/2018 23:00,3671,72,27.19,30.28,75,182.14
02/06/2018 23:00,03/06/2018 00:00,3672,55,22.97,24,66,151.72
03/06/2018 00:00,03/06/2018 01:00,3673,64,20.15,31.49,76.28,145.01
03/06/2018 01:00,03/06/2018 02:00,3674,51.99,17.81,29.16,63,135.07
03/06/2018 02:00,03/06/2018 03:00,3675,51.99,15.29,20.86,60.05,127.62
03/06/2018 03:00,03/06/2018 04:00,3676,52.7,12.52,19.08,60.51,124.46
03/06/2018 04:00,03/06/2018 05:00,3677,47.09,18.27,16,62.35,115.89
03/06/2018 05:00,03/06/2018 06:00,3678,42,19.2,15.5,63.01,102
03/06/2018 06:00,03/06/2018 07:00,3679,41,37.5,19.06,75.45,96.96
03/06/2018 07:00,03/06/2018 08:00,3680,43.9,40.72,25.26,77.99,117.35
03/06/2018 08:00,03/06/2018 09:00,3681,42,37.82,30.64,72.53,144.32
03/06/2018 09:00,03/06/2018 10:00,3682,44.8,35.61,28.32,92.28,140.6
03/06/2018 10:00,03/06/2018 11:00,3683,53.96,34.11,26.26,89.67,134.01
03/06/2018 11:00,03/06/2018 12:00,3684,55.4,32.88,25.6,77.65,117.06
03/06/2018 12:00,03/06/2018 13:00,3685,56.6,32.2,25,65.74,102.01
03/06/2018 13:00,03/06/2018 14:00,3686,61,31.96,28,70.07,97.09
03/06/2018 14:00,03/06/2018 15:00,3687,48,32.27,26,63.01,93.11
03/06/2018 15:00,03/06/2018 16:00,3688,47.03,32.28,23.91,60.26,99.59
03/06/2018 16:00,03/06/2018 17:00,3689,47.59,36.08,23.57,59.94,99.1
03/06/2018 17:00,03/06/2018 18:00,3690,54.4,41.08,24.04,65.33,102
03/06/2018 18:00,03/06/2018 19:00,3691,54,45.81,32,80.01,128.51
03/06/2018 19:00,03/06/2018 20:00,3692,67,44.62,35.84,85.61,146.28
03/06/2018 20:00,03/06/2018 21:00,3693,74.8,47,34,82.77,147.64
03/06/2018 21:00,03/06/2018 22:00,3694,71.7,47.99,28.2,78.23,142.42
03/06/2018 22:00,03/06/2018 23:00,3695,71.7,40,25.44,75.47,124.85
03/06/2018 23:00,04/06/2018 00:00,3696,62.97,31.45,25.09,62.16,85.08
04/06/2018 00:00,04/06/2018 01:00,3697,60.05,29.95,26,71.92,149.3
04/06/2018 01:00,04/06/2018 02:00,3698,47.57,29.04,20,63.98,133.07
04/06/2018 02:00,04/06/2018 03:00,3699,47.14,28.25,18.01,60.05,126.66
04/06/2018 03:00,04/06/2018 04:00,3700,45.46,29.38,17,63.46,125.65
04/06/2018 04:00,04/06/2018 05:00,3701,45.06,29.9,15.89,62.72,123.11
04/06/2018 05:00,04/06/2018 06:00,3702,42.67,31.7,15.15,63.92,124.01
04/06/2018 06:00,04/06/2018 07:00,3703,47.95,35.94,18.69,65.45,123.88
04/06/2018 07:00,04/06/2018 08:00,3704,55.3,46.92,29.06,71.92,133.01
04/06/2018 08:00,04/06/2018 09:00,3705,55.01,44.53,28.4,77.11,133.86
04/06/2018 09:00,04/06/2018 10:00,3706,61.16,43.8,30.21,89.08,134.33
04/06/2018 10:00,04/06/2018 11:00,3707,69,40,29.22,87.33,134.56
04/06/2018 11:00,04/06/2018 12:00,3708,74,40.01,29.17,77.84,127.32
04/06/2018 12:00,04/06/2018 13:00,3709,72.04,34.4,28,71.15,121.57
04/06/2018 13:00,04/06/2018 14:00,3710,68,32.4,29,74.07,105.39
04/06/2018 14:00,04/06/2018 15:00,3711,57.14,31.42,24,64.73,98.08
04/06/2018 15:00,04/06/2018 16:00,3712,48.09,33.4,23.87,61.17,98.02
04/06/2018 16:00,04/06/2018 17:00,3713,47.76,45.6,23.59,60.1,102.89
04/06/2018 17:00,04/06/2018 18:00,3714,67.46,47.3,26,65.93,117.92
04/06/2018 18:00,04/06/2018 19:00,3715,71.96,45.09,33,82.24,125.3
04/06/2018 19:00,04/06/2018 20:00,3716,71.94,42.1,37.07,95.37,149.85
04/06/2018 20:00,04/06/2018 21:00,3717,62,37.96,36.69,86.98,160.15
04/06/2018 21:00,04/06/2018 22:00,3718,50,32,29.6,89.31,152.13
04/06/2018 22:00,04/06/2018 23:00,3719,59.42,30.8,28.43,85.09,154.18
04/06/2018 23:00,05/06/2018 00:00,3720,47.48,35.8,28.02,72.03,142.23
05/06/2018 00:00,05/06/2018 01:00,3721,57.07,33.5,32,85.97,137.59
05/06/2018 01:00,05/06/2018 02:00,3722,48.28,31.6,27,75.36,125.48
05/06/2018 02:00,05/06/2018 03:00,3723,46.58,30.01,16,64.96,121.72
05/06/2018 03:00,05/06/2018 04:00,3724,44,29.95,14.75,61.01,115.07
05/06/2018 04:00,05/06/2018 05:00,3725,43,27.9,14.3,60.08,109.92
05/06/2018 05:00,05/06/2018 06:00,3726,42.1,31.6,12.4,57.99,109.96
05/06/2018 06:00,05/06/2018 07:00,3727,46.14,36.9,10,53.7,105.03
05/06/2018 07:00,05/06/2018 08:00,3728,57,41.05,18.77,64.94,111.67
05/06/2018 08:00,05/06/2018 09:00,3729,56.29,40.12,29.48,65.4,112.69
05/06/2018 09:00,05/06/2018 10:00,3730,64,37.91,29.08,84.98,120.89
05/06/2018 10:00,05/06/2018 11:00,3731,73.31,36.91,26.19,84.83,127.7
05/06/2018 11:00,05/06/2018 12:00,3732,70.97,35.45,26,78.93,133.1
05/06/2018 12:00,05/06/2018 13:00,3733,62.62,33.27,22.93,74.26,133.19
05/06/2018 13:00,05/06/2018 14:00,3734,60,33.02,20.83,66.05,125.36
05/06/2018 14:00,05/06/2018 15:00,3735,50.33,34.82,16,57.12,118.38
05/06/2018 15:00,05/06/2018 16:00,3736,48.14,35.73,12.61,54.84,110.7
05/06/2018 16:00,05/06/2018 17:00,3737,47.84,39.9,11.32,53.41,113.54
05/06/2018 17:00,05/06/2018 18:00,3738,49.6,44.9,16.4,64.7,130.82
05/06/2018 18:00,05/06/2018 19:00,3739,60,51.78,23.18,76.66,139.2
05/06/2018 19:00,05/06/2018 20:00,3740,61.23,51.67,24.35,85.6,149.2
05/06/2018 20:00,05/06/2018 21:00,3741,61.1,47,23.46,85.11,148.82
05/06/2018 21:00,05/06/2018 22:00,3742,53.1,43,22.28,89.18,146.48
05/06/2018 22:00,05/06/2018 23:00,3743,60,34.93,22.63,87.5,141.74
05/06/2018 23:00,06/06/2018 00:00,3744,48.29,38.2,17.62,78.18,124.41
06/06/2018 00:00,06/06/2018 01:00,3745,60.01,33.92,9.25,74.43,130.79
06/06/2018 01:00,06/06/2018 02:00,3746,49.66,31.99,3.27,68.41,120.43
06/06/2018 02:00,06/06/2018 03:00,3747,49.01,31.9,0.17,68.96,114.91
06/06/2018 03:00,06/06/2018 04:00,3748,47.96,31.4,0.12,64.2,110.51
06/06/2018 04:00,06/06/2018 05:00,3749,44.97,29.92,1.26,61.01,105
06/06/2018 05:00,06/06/2018 06:00,3750,44,29.42,1.17,59.91,105.41
06/06/2018 06:00,06/06/2018 07:00,3751,47.99,37.25,0.07,58.07,106.23
06/06/2018 07:00,06/06/2018 08:00,3752,54.8,45.9,2.44,61.01,128.82
06/06/2018 08:00,06/06/2018 09:00,3753,58.55,47.9,5.08,69.24,129.7
06/06/2018 09:00,06/06/2018 10:00,3754,75,42,5.19,66.8,137.84
06/06/2018 10:00,06/06/2018 11:00,3755,72,36.1,3.91,73.41,146.36
06/06/2018 11:00,06/06/2018 12:00,3756,64.05,34.33,2.24,74.57,136.94
06/06/2018 12:00,06/06/2018 13:00,3757,55.21,33.1,8.89,72.81,142.24
06/06/2018 13:00,06/06/2018 14:00,3758,56,31.95,18.2,71.97,138.51
06/06/2018 14:00,06/06/2018 15:00,3759,51.2,32,18,65.73,136
06/06/2018 15:00,06/06/2018 16:00,3760,48.97,31.9,18.5,66.8,133.08
06/06/2018 16:00,06/06/2018 17:00,3761,52.71,37.6,23,69.21,128.72
06/06/2018 17:00,06/06/2018 18:00,3762,61.94,40,30,77.44,136.9
06/06/2018 18:00,06/06/2018 19:00,3763,70.01,50.4,34.99,88.35,147.34
06/06/2018 19:00,06/06/2018 20:00,3764,75,53.44,39,92.95,164.98
06/06/2018 20:00,06/06/2018 21:00,3765,75,49.94,36.7,96.36,170.93
06/06/2018 21:00,06/06/2018 22:00,3766,69.95,43.59,34,90.43,171.37
06/06/2018 22:00,06/06/2018 23:00,3767,55.8,37.86,36,85.82,164.29
06/06/2018 23:00,07/06/2018 00:00,3768,48.7,42.2,36,77.39,149.24
07/06/2018 00:00,07/06/2018 01:00,3769,62,39,31.87,75.9,147.15
07/06/2018 01:00,07/06/2018 02:00,3770,48.5,33.5,19.3,70.4,133.1
07/06/2018 02:00,07/06/2018 03:00,3771,46.8,30.29,13.67,64.39,126.28
07/06/2018 03:00,07/06/2018 04:00,3772,45.4,29.32,11.56,62.81,124.74
07/06/2018 04:00,07/06/2018 05:00,3773,37.92,29.62,9.99,58.99,124.1
07/06/2018 05:00,07/06/2018 06:00,3774,37.95,31.06,9.99,58.94,138.18
07/06/2018 06:00,07/06/2018 07:00,3775,45.31,37.01,9.92,67.34,148.54
07/06/2018 07:00,07/06/2018 08:00,3776,53,44,12.8,77.24,181.91
07/06/2018 08:00,07/06/2018 09:00,3777,55.01,46.48,14,90.11,176.92
07/06/2018 09:00,07/06/2018 10:00,3778,63.08,45.92,16,93.16,177.06
07/06/2018 10:00,07/06/2018 11:00,3779,62,44.92,25,95.55,168.18
07/06/2018 11:00,07/06/2018 12:00,3780,61.37,43.5,30.4,81.17,159.84
07/06/2018 12:00,07/06/2018 13:00,3781,58,39.64,31.1,78.49,151.23
07/06/2018 13:00,07/06/2018 14:00,3782,57.41,37.64,34,77.08,146.61
07/06/2018 14:00,07/06/2018 15:00,3783,50.89,34.22,30.2,64.59,139
07/06/2018 15:00,07/06/2018 16:00,3784,49.97,34.49,24.7,61.86,135.22
07/06/2018 16:00,07/06/2018 17:00,3785,48.59,35,27.8,62.71,143.04
07/06/2018 17:00,07/06/2018 18:00,3786,58,37.78,34,70.69,159.17
07/06/2018 18:00,07/06/2018 19:00,3787,70.9,37.73,34,79.46,180.24
07/06/2018 19:00,07/06/2018 20:00,3788,66.1,41.24,36,85.37,191.92
07/06/2018 20:00,07/06/2018 21:00,3789,71.83,38.95,36.12,81.29,196.25
07/06/2018 21:00,07/06/2018 22:00,3790,59.38,36.72,34.02,72.57,188.32
07/06/2018 22:00,07/06/2018 23:00,3791,60.47,32.8,34.95,68.96,187.01
07/06/2018 23:00,08/06/2018 00:00,3792,47.82,276.51,34.92,62.8,163
08/06/2018 00:00,08/06/2018 01:00,3793,55.7,116.34,24.16,69.19,150
08/06/2018 01:00,08/06/2018 02:00,3794,49.1,219.32,21.81,60.05,137.32
08/06/2018 02:00,08/06/2018 03:00,3795,46.4,70.14,20.15,56.8,114.98
08/06/2018 03:00,08/06/2018 04:00,3796,45.2,63.75,19.56,57.38,112.06
08/06/2018 04:00,08/06/2018 05:00,3797,45.27,44.99,19.1,55.89,104.09
08/06/2018 05:00,08/06/2018 06:00,3798,41.07,44.96,21,61.52,103
08/06/2018 06:00,08/06/2018 07:00,3799,46.4,49.98,22.78,72.48,93.01
08/06/2018 07:00,08/06/2018 08:00,3800,52,15.88,30,74.93,125.17
08/06/2018 08:00,08/06/2018 09:00,3801,55.96,39.95,31.28,80.08,134.39
08/06/2018 09:00,08/06/2018 10:00,3802,68,47.59,30.64,84.84,158.7
08/06/2018 10:00,08/06/2018 11:00,3803,71.56,48.15,30.86,84.78,153.44
08/06/2018 11:00,08/06/2018 12:00,3804,70.01,46.35,31.82,67.53,144.73
08/06/2018 12:00,08/06/2018 13:00,3805,67.89,45.01,30.09,65.01,141.7
08/06/2018 13:00,08/06/2018 14:00,3806,65,33.05,29.23,62,137.2
08/06/2018 14:00,08/06/2018 15:00,3807,58,31.05,27.53,59.38,130.01
08/06/2018 15:00,08/06/2018 16:00,3808,48,31.08,26.69,61,125.47
08/06/2018 16:00,08/06/2018 17:00,3809,47.41,34.99,26.51,62.14,113.97
08/06/2018 17:00,08/06/2018 18:00,3810,60,46.21,28.39,71.3,113.97
08/06/2018 18:00,08/06/2018 19:00,3811,64,50.25,34.56,78.69,139.99
08/06/2018 19:00,08/06/2018 20:00,3812,63,64.29,37.8,85,162.49
08/06/2018 20:00,08/06/2018 21:00,3813,64,61.14,36.94,85.02,166.58
08/06/2018 21:00,08/06/2018 22:00,3814,54,64.3,31.35,79.97,160.37
08/06/2018 22:00,08/06/2018 23:00,3815,54,59.17,30.16,74.92,146.02
08/06/2018 23:00,09/06/2018 00:00,3816,47.95,49,29.6,70.1,117.05
09/06/2018 00:00,09/06/2018 01:00,3817,60.01,42,26.24,75.91,129.15
09/06/2018 01:00,09/06/2018 02:00,3818,58,37.33,23.65,65.4,114.6
09/06/2018 02:00,09/06/2018 03:00,3819,55.8,34.94,21.99,60.01,104.92
09/06/2018 03:00,09/06/2018 04:00,3820,47.2,34.62,21.62,59.84,99.97
09/06/2018 04:00,09/06/2018 05:00,3821,46,32.96,21.01,55.67,93.08
09/06/2018 05:00,09/06/2018 06:00,3822,43,32.94,21.6,57.28,99.9
09/06/2018 06:00,09/06/2018 07:00,3823,40.98,34.69,26.08,66.79,99.96
09/06/2018 07:00,09/06/2018 08:00,3824,45.55,25,30.04,75.55,138.39
09/06/2018 08:00,09/06/2018 09:00,3825,45.09,34,29.99,79.49,109.99
09/06/2018 09:00,09/06/2018 10:00,3826,55.8,37,33.29,86.77,142.67
09/06/2018 10:00,09/06/2018 11:00,3827,68,44,33.4,81.57,140.12
09/06/2018 11:00,09/06/2018 12:00,3828,65.8,41,33.05,69.67,122.9
09/06/2018 12:00,09/06/2018 13:00,3829,64,44,32.24,66.16,124.6
